,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply
8781,"I tried to top up my balance but it keeps saying my account is invalid.",2,0,32.0,"Please check if your account is active and ensure you have sufficient balance. If the issue persists, please email us at BANKApp@BANK.co.id and provide the error message. Thanks~Heru",0 days 10:20:00
8782,"I love the app but sometimes it takes a long time to load.",2,0,33.0,"We're sorry for the inconvenience. Please try restarting the app and check if the issue persists. If not, please email us at BANKApp@BANK.co.id. Thanks~Mawar",0 days 18:30:00
8783,"I was trying to transfer money but the recipient's account was not found.",0,0,33.0,"Please ensure the recipient's account number is correct and try again. If the issue persists, please email us at BANKApp@BANK.co.id and provide the error message. Thanks~Lily",0 days 12:40:00
8784,"I really like the app but sometimes it asks me to update my password which is really annoying.",3,0,33.0,"We're sorry for the inconvenience. Please ensure your password is strong and unique. If you're still having issues, please email us at BANKApp@BANK.co.id. Thanks~Rida",0 days 14:00:00
8791,"Not very user-friendly, slow to load.",1,0,33.0,"We apologize for the inconvenience. Please provide more information about the issue you're facing so we can assist you better.",0 days 03:02:00
8792,"Can't transfer funds.",1,0,32.0,"Sorry to hear that. Please try restarting the app or contacting our customer support team for assistance.",0 days 15:41:00
8793,"Too many steps to complete a transaction.",2,0,33.0,"We appreciate your feedback. We're working on simplifying the process. In the meantime, please try using our mobile banking service.",0 days 02:14:00
8794,"Slow to respond to queries.",2,0,32.0,"We apologize for the delay. Our team is working on improving our response time. Thank you for your patience.",0 days 11:22:00
8795,"Too many errors during registration.",3,0,33.0,"Sorry to hear that. Please try restarting the registration process or contact our customer support team for assistance.",0 days 03:50:00
8796,"Not very user-friendly, but good features.",3,0,32.0,"We appreciate your feedback. We're working on improving the user experience. In the meantime, please try using our mobile banking service.",0 days 15:15:00
8797,"Simplifying transactions is not as easy as I thought.",1,0,32.0,"We appreciate your feedback and will consider it for future improvements.",0 days 05:10:00
8798,"Confusing experience with BANKApp.",2,0,32.0,"We apologize for the inconvenience and will look into it.",0 days 12:00:00
8799,"Slow loading and lack of features.",3,0,33.0,"We're sorry to hear that. We'll work on improving the app.",0 days 01:30:00
8800,"Difficult to navigate through the app.",1,0,32.0,"We apologize for the frustration. We'll make it easier to use.",0 days 10:15:00
8801,"I'm disappointed with the recent update.",2,0,33.0,"We're sorry to hear that. We'll investigate the issue.",0 days 14:30:00
8802,"Lack of customer support.",3,0,32.0,"We apologize for the inconvenience. We'll improve our support system.",0 days 03:45:00
8803,"BANKApp's user interface is a bit confusing and needs improvement, but the features are generally good.",1,0,32.0,"We apologize for the inconvenience. Please provide the details of the issue through BANK's official WhatsApp at 08121214017 or email at BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Lily",0 days 09:15:00
8804,"I'm still having trouble with the cash deposit menu, it's taking too long to process.",2,0,33.0,"Sorry for the inconvenience. For further assistance, please share the issue details via WhatsApp at 08121214017 or email at BANKApp@BANK.co.id. If everything is working fine, we would appreciate a 5-star rating from you. Thanks~Dio",0 days 14:45:00
8805,"The app is easy to use, but sometimes the OTP code doesn't arrive on time, which is frustrating.",3,0,33.0,"Hello Friend BANK, we're sorry for the issues you've encountered. Ensure that your phone number is active and registered with BANK. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Arum",0 days 10:30:00
8806,"I'm not satisfied with the customer service, the representative was unhelpful and rude.",0,0,32.0,"We apologize for the poor experience. Please provide the details of the issue through BANK's official WhatsApp at 08121214017 or email at BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Ulfa",0 days 17:15:00
8807,"The app is user-friendly, but sometimes the transactions take a while to process.",1,0,33.0,"Sorry for the inconvenience. For further assistance, please share the issue details via WhatsApp at 08121214017 or email at BANKApp@BANK.co.id. If everything is working fine, we would appreciate a 5-star rating from you. Thanks~Heru",0 days 09:45:00
8808,"I'm happy with the app, it's easy to use and the features are great.",3,0,32.0,"Hello Friend BANK, we appreciate your feedback. If you have any further suggestions, please share them with us. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Bevi",0 days 12:30:00
8809,"Terrible experience with BANKApp, very slow and unresponsive",1,0,33.0,"We apologize for the inconvenience. Please provide more details through WhatsApp at 08121214017 or email BANKApp@BANK.co.id for further assistance.",0 days 00:00:00
8810,"Saya tidak dapat mengakses akun saya",2,0,32.0,"Please try restarting the app and check if the issue persists. If so, kindly email the problem details to BANKApp@BANK.co.id.",0 days 00:00:00
8811,"Sulit untuk mengunduh gambar",3,0,33.0,"Please ensure your internet connection is stable and try downloading the image again. If the issue persists, please email the problem details to BANKApp@BANK.co.id.",0 days 00:00:00
8812,"Saya tidak dapat menemukan fitur yang saya inginkan",0,0,32.0,"Please try searching for the feature again or contact our customer support team through WhatsApp at 08121214017 or email BANKApp@BANK.co.id.",0 days 00:00:00
8813,"Saya sangat tidak puas dengan aplikasi ini",4,0,33.0,"We apologize for the inconvenience. Please provide more details through WhatsApp at 08121214017 or email BANKApp@BANK.co.id for further assistance.",0 days 00:00:00
8814,"Saya tidak dapat melakukan transaksi",2,0,33.0,"Please try restarting the app and check if the issue persists. If so, kindly email the problem details to BANKApp@BANK.co.id.",0 days 00:00:00
8815,"Please improve the user interface.",1,0,33.0,"We apologize for the inconvenience. Please send the specific details of the issue to BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Mawar",0 days 16:22:00
8816,"It's very slow and takes a long time to load.",2,0,33.0,"Sorry for the inconvenience. Please ensure your internet connection is stable and update your BANKApp to the latest version. If issues persist, please email BANKApp@BANK.co.id. If everything is working fine, we would appreciate a 5-star rating from you. Thanks~Yuka",0 days 10:45:00
8817,"Sometimes it's okay, but sometimes it doesn't work.",3,0,33.0,"We apologize for the inconvenience. Please try restarting your device and ensure your internet connection is stable. If issues persist, please email BANKApp@BANK.co.id. If everything is working fine, we would appreciate a 5-star rating from you. Thanks~Lily",0 days 08:22:00
8818,"It's not working as expected.",0,0,33.0,"We apologize for the inconvenience. Please try restarting your device and ensure your internet connection is stable. If issues persist, please email BANKApp@BANK.co.id. If everything is working fine, we would appreciate a 5-star rating from you. Thanks~Una",0 days 14:35:00
8819,"I'm having trouble with the login process.",1,0,33.0,"Sorry for the inconvenience. Please ensure you have the correct login credentials and try restarting your device. If issues persist, please email BANKApp@BANK.co.id. If everything is working fine, we would appreciate a 5-star rating from you. Thanks~Mawar",0 days 17:50:00
8820,"It's not user-friendly and I don't like it.",2,0,33.0,"We apologize for the inconvenience. Please provide more feedback on what you dislike about the app. We will take it into consideration for future updates. If everything is working fine, we would appreciate a 5-star rating from you. Thanks~Yuka",0 days 12:15:00
8821,"BANKApp is quite convenient, but the customer service is terrible. I've been trying to get a refund for a week now, but they keep telling me to contact the merchant.",1,0,29.0,"We apologize for the inconvenience. Please contact us through WhatsApp at 08121214017 or email at BANKApp@BANK.co.id.",0 days 12:30:00
8822,"I'm disappointed with the lack of features in the app. It's hard to navigate and there's no option to customize my dashboard.",2,0,33.0,"We appreciate your feedback. We're always working to improve the app. Please try updating to the latest version for a better experience.",0 days 08:15:00
8823,"I love the design of the app, but the login process is a bit slow. Sometimes it takes a while to load.",3,0,32.0,"Thank you for your feedback. We're working to optimize the login process. Please try clearing your cache and checking your internet connection.",0 days 02:40:00
8824,"I've been having issues with the app crashing constantly. It's really frustrating.",1,0,25.0,"We apologize for the inconvenience. Please try updating to the latest version and restarting the app. If the issue persists, please contact us.",0 days 14:45:00
8825,"I'm having trouble with the transaction history. It's not showing all my transactions and I'm missing some.",2,0,33.0,"We're sorry to hear that. Please try refreshing your account and checking your transaction history again. If the issue persists, please contact us.",0 days 16:20:00
8826,"I love the app, but sometimes it takes a while to load. I wish there was a way to customize the home screen.",3,0,32.0,"Thank you for your feedback. We're working to improve the app's performance. Please try updating to the latest version and checking your internet connection.",0 days 04:00:00
8827,"This app is so slow and takes a lot of time to load.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and check your internet connection. If the issue persists, kindly reach out to us via WhatsApp at 08121214017.",0 days 06:00:00
8828,"I'm not happy with the app's user interface. It's too cluttered and hard to navigate.",2,0,32.0,"Thank you for your feedback. We'll take it into consideration for future updates. In the meantime, please try using the app's menu options to navigate through the features.",0 days 04:00:00
8829,"I tried to deposit money using the app, but it keeps failing. Please fix this issue as soon as possible.",2,0,33.0,"Sorry for the trouble. Please try checking your account balance and ensure that you have sufficient funds. If the issue persists, kindly reach out to us via WhatsApp at 08121214017.",0 days 02:00:00
8830,"I'm really disappointed with the app's customer service. It takes forever to get a response.",0,0,32.0,"We apologize for the inconvenience. We're working on improving our customer service. Please bear with us.",0 days 03:00:00
8831,"The app is okay, but it could use some improvements. The design is a bit outdated.",3,0,33.0,"Thank you for your feedback. We're always looking for ways to improve. We'll take your suggestion into consideration for future updates.",0 days 01:00:00
8832,"I had to uninstall and reinstall the app several times before it worked. It's really frustrating.",1,0,32.0,"Sorry for the trouble. Please try restarting your device and checking for any software updates. If the issue persists, kindly reach out to us via WhatsApp at 08121214017.",0 days 05:00:00
8833,"Saya tidak puas dengan aplikasi ini karena sulit digunakan.",1,0,33.0,"Terima kasih atas feedback Anda. Kami berusaha untuk memperbaiki aplikasi ini.~Rida",0 days 02:42:00
8834,"Aplikasi ini sulit digunakan karena layout yang tidak intuitif.",2,0,33.0,"Terima kasih atas feedback Anda. Kami berusaha untuk memperbaiki aplikasi ini.~Rida",0 days 04:21:00
8835,"Aplikasi ini tidak sesuai dengan kebutuhan saya.",3,0,33.0,"Terima kasih atas feedback Anda. Kami berusaha untuk memperbaiki aplikasi ini.~Rida",0 days 01:34:00
8836,"Saya tidak puas dengan aplikasi ini karena tidak dapat diakses dari beberapa perangkat.",1,0,33.0,"Terima kasih atas feedback Anda. Kami berusaha untuk memperbaiki aplikasi ini.~Rida",0 days 03:15:00
8837,"Aplikasi ini memerlukan beberapa fitur tambahan untuk meningkatkan kualitasnya.",2,0,33.0,"Terima kasih atas feedback Anda. Kami berusaha untuk memperbaiki aplikasi ini.~Rida",0 days 05:42:00
8838,"Saya tidak puas dengan aplikasi ini karena tidak dapat mengupload dokumen.",0,0,33.0,"Terima kasih atas feedback Anda. Kami berusaha untuk memperbaiki aplikasi ini.~Rida",0 days 01:21:00
8839,"It's frustrating to have to wait for a response from the customer support team, and it usually takes a while to get an answer.",1,0,32.0,"We apologize for the delay. Please provide more details and we will look into it. Thanks, Mawar",0 days 00:10:00
8840,"I'm having trouble with the app crashing frequently, and it's really annoying.",1,0,30.0,"Sorry for the inconvenience. Please try restarting the app and check if the issue persists. If not, please provide more details and we will assist you. Thanks, Priska",0 days 01:20:00
8841,"It's hard to believe that the app doesn't have a clear and concise way to explain the fees associated with transactions.",3,0,33.0,"We appreciate your feedback. We will review the app's fee structure and make improvements. Thank you, Lily",0 days 02:30:00
8842,"The app is slow and takes a long time to load, which makes it difficult to use.",2,0,32.0,"Sorry for the inconvenience. Please try restarting the app and check if the issue persists. If not, please provide more details and we will assist you. Thanks, Una",0 days 03:15:00
8843,"I'm having trouble with the app not recognizing my fingerprint, and it's really frustrating.",0,0,33.0,"Sorry for the inconvenience. Please try restarting the app and check if the issue persists. If not, please provide more details and we will assist you. Thanks, Arum",0 days 04:00:00
8844,"It's not clear what the app's features are and how they work, which makes it hard to use.",3,0,33.0,"We appreciate your feedback. We will review the app's features and make improvements. Thank you, Sora",0 days 05:00:00
8845,"Simplifying transactions is still a challenge, even after the update.",1,0,33.0,"We appreciate your feedback. Please provide more details about the issues you encountered. Thanks, Tika",0 days 02:11:00
8846,"Still having trouble with face verification, even with stable internet connection.",2,0,33.0,"Kindly try again and ensure the video quality is optimal. If the issue persists, email the problem details to BANKApp@BANK.co.id. Thanks, Satria",0 days 15:21:00
8847,"New features are welcome, but the app still freezes frequently.",3,0,33.0,"We apologize for the inconvenience. Try restarting the app and ensure your device's software is up-to-date. If the issue persists, please contact us at BANKApp@BANK.co.id. Thanks, Asri",0 days 11:49:00
8848,"The new update has made the app more user-friendly, but there's still room for improvement.",4,0,33.0,"We appreciate your feedback. We're constantly working to improve the app. If you have any specific suggestions, please email them to BANKApp@BANK.co.id. Thanks, Lily",0 days 14:35:00
8849,"It's still difficult to access certain features, even with the latest update.",1,0,33.0,"Kindly provide more details about the specific features you're having trouble accessing. We'll do our best to assist you. Thanks, Belin",0 days 02:38:00
8850,"The app's security measures are still not satisfactory, and I'm worried about my account's safety.",2,0,33.0,"We apologize for your concerns. We take the security of our users' accounts very seriously. Please email the problem details to BANKApp@BANK.co.id for further assistance. Thanks, Mawar",0 days 15:55:00
8851,"Disappointed with the login process, always failed.",2,0,33.0,"We apologize for the inconvenience. Please try again and ensure your internet connection is stable. Thanks, Ulfa",0 days 10:23:00
8852,"Can't access the account due to technical issues.",1,0,32.0,"Sorry for the trouble. Please try again later and ensure you're using the latest version of the BANKApp app. Thanks, Bevi",0 days 02:52:00
8853,"Transaction history not updated timely.",3,0,33.0,"We're sorry for the delay. Please try again and ensure your internet connection is stable. Thanks, Rida",0 days 17:48:00
8854,"Difficulty in uploading documents.",1,0,33.0,"Sorry for the issue. Please try again and ensure the file size is within the allowed limit. Thanks, Diva",0 days 01:13:00
8855,"Slow loading time when accessing the app.",2,0,32.0,"We're sorry for the inconvenience. Please try again and ensure your internet connection is stable. Thanks, Galih",0 days 08:05:00
8856,"Error message appears when trying to make a transaction.",3,0,33.0,"We apologize for the issue. Please try again and ensure your account balance is sufficient. Thanks, Najwa",0 days 22:27:00
8857,"Can't register, it keeps saying 'invalid password'",1,0,33.0,"Please verify your password and try again. If the issue persists, kindly report the problem to BANKApp@BANK.co.id.",0 days 00:00:00
8858,"Slow updates, it takes too long to refresh the balance",1,0,32.0,"We apologize for the inconvenience. Please ensure your internet connection is stable and try refreshing the balance again. If the issue persists, kindly report it to BANKApp@BANK.co.id.",0 days 00:00:00
8859,"Can't find the top-up option",2,0,33.0,"Please check if the top-up option is available in the menu. If not, kindly report the problem to BANKApp@BANK.co.id and we'll assist you further.",0 days 00:00:00
8860,"App is very helpful, it simplifies transactions",3,0,33.0,"Thank you for your feedback! We're glad to hear that the app is helpful for you. If you have any further suggestions, kindly share them with us.",0 days 00:00:00
8861,"Slow loading, takes a while to open the app",2,0,32.0,"We apologize for the inconvenience. Please ensure your internet connection is stable and try opening the app again. If the issue persists, kindly report it to BANKApp@BANK.co.id.",0 days 00:00:00
8862,"Can't find the login option",1,0,33.0,"Please check if the login option is available in the menu. If not, kindly report the problem to BANKApp@BANK.co.id and we'll assist you further.",0 days 00:00:00
