Unnamed: 0,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply
8860,"I'm extremely disappointed with this app. It's always slow and crashes frequently. Uninstalling.",0,0,32.0,"Sorry to hear that. Please provide more details about the issues you're facing so we can help you better.",0 days 02:11:00
8861,"It's a good app, but sometimes it's hard to find what I'm looking for. Maybe add more features?",4,0,33.0,"Thanks for the feedback! We're constantly updating the app with new features and improving its search functionality.",0 days 08:50:00
8862,"I'm having trouble making transactions. It says 'invalid account' even though I know my account is correct.",1,0,33.0,"Sorry for the issue. Please try restarting the app and checking your account details again.",0 days 13:45:00
8869,"This app is not user-friendly, and I'm stuck.",1,0,33.0,"Sorry for the trouble. Please try again later. We'll look into it.",0 days 00:00:00
8870,"The registration process is too long and complicated.",2,0,33.0,"We apologize for the inconvenience. Please provide more details through WhatsApp at 08121214017 or email BANKApp@BANK.co.id.",0 days 00:00:00
8871,"I'm having trouble logging in. The password doesn't work.",3,0,33.0,"Sorry to hear that. Please try resetting your password and try again. If the issue persists, please contact our support team.",0 days 00:00:00
8872,"I like the design, but the functionality is limited.",4,0,33.0,"Thank you for your feedback! We're glad you like the design. We'll consider improving the functionality in future updates.",0 days 00:00:00
8873,"This app is slow and often crashes.",1,0,33.0,"Sorry to hear that. We're working on improving the performance. Please try updating the app and see if that helps.",0 days 00:00:00
8874,"The customer support is unresponsive.",2,0,33.0,"We apologize for the poor experience. Please try contacting us again, and we'll do our best to assist you.",0 days 00:00:00
8875,"Transaction failed due to network issues. Very frustrating.",1,0,33.0,"Please check your internet connection and try again. If the issue persists, please contact our customer support.",0 days 00:00:00
8876,"The app is okay, but the customer service is slow to respond.",2,0,33.0,"We apologize for the inconvenience. We will do our best to respond to your inquiry as soon as possible.",0 days 00:00:00
8877,"I like the app, but sometimes it takes a long time to load.",3,0,33.0,"Thank you for your feedback. We are constantly working to improve the app's performance.",0 days 00:00:00
8878,"I'm having trouble with the app's login feature.",1,0,33.0,"Please check your login credentials and try again. If you continue to experience issues, please contact our customer support.",0 days 00:00:00
8879,"The app is user-friendly, but the fees are a bit high.",2,0,33.0,"We appreciate your feedback. We will consider your suggestion when reviewing our fees.",0 days 00:00:00
8880,"I love the app, but the notifications can be overwhelming.",3,0,33.0,"Thank you for your feedback. We will consider adjusting our notification settings to better suit your needs.",0 days 00:00:00
8881,"Unstable internet connection is the main culprit behind the issues I faced with BANKApp. The app is quite slow and often crashes.",1,0,33.0,"We apologize for the inconvenience and suggest checking your internet connection. If the issue persists, please contact our support team.",0 days 00:00:00
8882,"I'm struggling to register with BANKApp due to the lengthy process and unclear instructions. Can someone help me?",2,0,32.0,"We apologize for the frustration. Please try re-registering with a different browser or device. If the issue persists, please contact our support team.",0 days 00:00:00
8883,"BANKApp is quite user-friendly, but I encountered some issues with the login process. The password reset feature is also not working.",3,0,33.0,"We apologize for the inconvenience. Please try resetting your password and logging in again. If the issue persists, please contact our support team.",0 days 00:00:00
8884,"I'm not impressed with the customer support team. They were unhelpful and took a long time to respond to my queries.",0,0,32.0,"We apologize for the disappointing experience. We will look into improving our customer support. Thank you for your feedback.",0 days 00:00:00
8885,"The BANKApp app is quite convenient, but I encountered some issues with the transaction history. The app is also slow at times.",3,0,33.0,"We apologize for the inconvenience. Please try restarting the app and checking your transaction history again. If the issue persists, please contact our support team.",0 days 00:00:00
8886,"I'm having trouble accessing my account due to the frequent errors and slow loading times. Can someone help me?",2,0,32.0,"We apologize for the frustration. Please try restarting the app and logging in again. If the issue persists, please contact our support team.",0 days 00:00:00
8887,"Sometimes the app crashes when I try to make a transaction.",1,0,33.0,"We're sorry for the inconvenience. Please try restarting the app or contact our customer support for further assistance. Thanks, Rida",0 days 12:45:00
8888,"It's frustrating to have to re-enter my login credentials every time I open the app.",2,0,33.0,"We're working to improve the login process. In the meantime, you can try enabling the 'Remember Me' option. If the issue persists, please contact our customer support.",0 days 02:11:00
8889,"I had trouble verifying my identity during the registration process.",2,0,33.0,"We apologize for the inconvenience. Please ensure that your device's camera is functioning properly and that you're in a well-lit environment. If you continue to encounter issues, please contact our customer support.",0 days 14:38:00
8890,"I'm not sure why the app deducts a certain amount from my account every month.",3,0,33.0,"We're happy to help you with that! Please check your account settings to see if there's an active subscription or recurring payment set up. If you have any questions, feel free to reach out to our customer support.",0 days 10:00:00
8891,"I wish the app had more features to help me track my expenses.",4,0,33.0,"We're glad you're interested in our app! We're constantly working on improving and adding new features. Stay tuned for updates!",0 days 16:15:00
8892,"I experienced some trouble with the face verification process.",1,0,33.0,"We apologize for the inconvenience. Please ensure that your device's camera is functioning properly and that you're in a well-lit environment. If you continue to encounter issues, please contact our customer support.",0 days 01:25:00
8893,"Simplifying transactions with BANKApp is a good start, but there's still room for improvement.",1,0,33.0,"We appreciate your feedback and will take it into consideration for future updates. Thank you! ~Galih",0 days 14:30:00
8894,"Frustrated with the lack of customer support. Took forever to get my issue resolved.",1,0,32.0,"Sorry to hear that you experienced difficulties with our support team. We're working to improve our response time and resolution rates. Thank you for your patience. ~Una",0 days 08:15:00
8895,"BANKApp is a good tool, but the user interface could be more user-friendly.",2,0,33.0,"Thank you for your feedback. We're always looking for ways to improve the user experience. Your input is valuable to us. ~Lily",0 days 10:45:00
8896,"I love the convenience of BANKApp, but sometimes the app crashes and loses my progress.",2,0,32.0,"Sorry to hear that you're experiencing issues with the app. We're working to resolve these problems and improve the overall stability of the app. Thank you for your patience. ~Diva",0 days 02:10:00
8897,"BANKApp is a decent app, but the customer support is not very responsive.",3,0,33.0,"Thank you for your feedback. We're working to improve our response time and resolution rates. Your input is valuable to us. ~Mawar",0 days 16:20:00
8898,"I'm satisfied with the overall performance of BANKApp, but there's room for improvement.",3,0,32.0,"Thank you for your feedback. We're always looking for ways to improve our services. Your input is valuable to us. ~Erza",0 days 12:05:00
8899,"Saya tidak dapat menggunakan aplikasi ini karena terlalu rumit.",1,0,33.0,"Saya sudah mencoba beberapa kali, tapi tidak dapat menggunakan aplikasi ini karena terlalu rumit.",0 days 00:00:00
8900,"Aplikasi ini sangat buruk. Saya tidak suka dengan interface-nya.",2,0,33.0,"Saya tidak tahu bagaimana cara menggunakan aplikasi ini karena interface-nya tidak user-friendly.",0 days 00:00:00
8901,"Aplikasi ini tidak dapat dipercaya. Saya tidak ingin menggunakan aplikasi ini lagi.",3,0,33.0,"Saya tidak suka dengan aplikasi ini karena aplikasi ini tidak dapat dipercaya.",0 days 00:00:00
8902,"Aplikasi ini sangat bagus. Saya sangat suka dengan aplikasi ini.",4,0,33.0,"Aplikasi ini sangat mudah digunakan dan saya sangat suka dengan aplikasi ini.",0 days 00:00:00
8903,"Aplikasi ini tidak dapat digunakan. Saya tidak dapat menggunakannya.",1,0,33.0,"Saya tidak tahu bagaimana cara menggunakan aplikasi ini karena aplikasi ini tidak dapat digunakan.",0 days 00:00:00
8904,"Aplikasi ini sangat sulit digunakan. Saya tidak suka dengan aplikasi ini.",2,0,33.0,"Saya tidak dapat menggunakan aplikasi ini karena aplikasi ini sangat sulit digunakan.",0 days 00:00:00
8905,"Pesan yang tidak jelas, saya tidak bisa melihat detail transaksi saya",1,0,32.0,"We apologize for any inconvenience. Please try refreshing your account or contacting our customer service for assistance. Thanks, Galih",0 days 19:49:00
8906,"Sulitnya login ke aplikasi, mungkin karena koneksi internet yang tidak stabil",2,0,33.0,"We're sorry to hear that. Please ensure your internet connection is stable and try logging in again. If the issue persists, please contact our customer service for further assistance. Thanks, Ulfa",0 days 17:58:00
8907,"Tidak dapat menemukan fitur untuk melakukan transfer uang ke rekening lain",3,0,32.0,"We apologize for the inconvenience. Please try searching for the transfer feature or contact our customer service for assistance. Thanks, Mawar",0 days 14:06:00
8908,"Saya tidak dapat menemukan bagaimana cara mengatasi masalah transfer yang tidak berhasil",0,0,33.0,"We're sorry to hear that. Please contact our customer service for assistance and we will do our best to resolve the issue. Thanks, Asri",0 days 19:35:00
8909,"Transfer uang ke rekening lain tidak dapat dilakukan karena koneksi internet yang tidak stabil",2,0,33.0,"We apologize for the inconvenience. Please ensure your internet connection is stable and try transferring again. If the issue persists, please contact our customer service for further assistance. Thanks, Yuka",0 days 17:17:00
8910,"Saya tidak dapat melihat detail transaksi saya karena aplikasi yang tidak stabil",1,0,32.0,"We're sorry to hear that. Please try refreshing your account or contacting our customer service for assistance. Thanks, Galih",0 days 19:49:00
8911,""Tidak dapat login karena masalah server"",1,0,33.0,"We apologize for the inconvenience. Please try again later.",0 days 14:30:00
8912,""Aplikasi tidak stabil, sering koneksi terputus"",2,0,33.0,"We're sorry for the trouble. Try restarting the app and check your internet connection.",0 days 03:15:00
8913,""Banyak fitur yang tidak berfungsi"",3,0,33.0,"We're sorry for the inconvenience. Please report the issues and we'll look into it.",0 days 19:45:00
8914,""Saya tidak dapat menghubungi customer service"",1,0,33.0,"We apologize for the difficulty. Please try contacting us through other channels or send an email to BANKApp@BANK.co.id.",0 days 08:22:00
8915,""Tidak dapat menambahkan akun"",2,0,33.0,"We're sorry for the trouble. Please ensure you have the correct login credentials and try again.",0 days 12:30:00
8916,""Aplikasi memakan banyak ruang penyimpanan"",3,0,33.0,"We're sorry for the inconvenience. Please consider uninstalling unnecessary apps to free up storage space.",0 days 15:45:00
8917,"Currently, I'm facing difficulties using the BANKApp due to slow internet connectivity.",2,0,33.0,"We apologize for the inconvenience. Please ensure your internet connection is stable and try restarting the app. If the issue persists, please contact our customer support.",0 days 00:00:00
8918,"It's frustrating to encounter errors while using the BANKApp. I've tried reinstalling the app, but the issue remains.",2,0,33.0,"Sorry to hear that. Please try clearing the app's cache and data, then reinstalling it. If the issue persists, please contact our customer support.",0 days 00:00:00
8919,"The BANKApp is not user-friendly, and I'm having trouble navigating through the menus.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and see if the issue resolves. If not, please contact our customer support for assistance.",0 days 00:00:00
8920,"I'm having trouble accessing my account due to the SISM code not being recognized.",2,0,33.0,"Sorry to hear that. Please try clearing the SISM code and restarting the app. If the issue persists, please contact our customer support.",0 days 00:00:00
8921,"The BANKApp is slow and unresponsive at times, which is frustrating.",3,0,33.0,"We apologize for the inconvenience. Please ensure your device's software is up-to-date and try restarting the app. If the issue persists, please contact our customer support.",0 days 00:00:00
8922,"I'm not satisfied with the customer support I received when I had an issue with the BANKApp.",0,0,33.0,"Sorry to hear that. We'll do our best to improve our customer support. Please contact us again if you have any further issues.",0 days 00:00:00
8923,"Simplifying transactions is not as easy as expected.",2,0,33.0,"We apologize for the inconvenience. Try restarting the app and see if it resolves the issue. If not, please provide the details at BANKApp@BANK.co.id. Thanks~Tika",0 days 00:00:00
8924,"Frustrated with the app's slow performance.",1,0,33.0,"Sorry for the trouble. Please ensure your internet connection is stable and try again. If issues persist, please report at BANKApp@BANK.co.id. Thanks, Una",0 days 00:05:00
8925,"App's interface is confusing and hard to navigate.",3,0,33.0,"We apologize for the inconvenience. Our team is working on improving the app's user experience. Please provide your feedback at BANKApp@BANK.co.id. Thanks, Rida",0 days 00:10:00
8926,"Unsatisfied with the app's customer support.",0,0,33.0,"Sorry for the poor experience. We will review your feedback and improve our support services. Thank you for your patience.~Mawar",0 days 00:15:00
8927,"App's payment processing is taking too long.",2,0,33.0,"We apologize for the delay. Please check your internet connection and try again. If issues persist, please report at BANKApp@BANK.co.id. Thanks, Sora",0 days 00:20:00
8928,"App's security features are not reliable.",3,0,33.0,"We take security seriously. Please update your app to the latest version and ensure your device's software is up-to-date. If issues persist, please report at BANKApp@BANK.co.id. Thanks, Tika",0 days 00:25:00
8929,"Need more features to make it user-friendly.",1,0,32.0,"We're sorry to hear that you're not satisfied. Please provide more details through BANK's official WhatsApp at 08121214017 or email us at BANKApp@BANK.co.id. If there are no issues, we'd appreciate a 5-star rating from you. Thanks~Riyo",0 days 14:33:00
8930,"Difficult to navigate through the app.",1,0,33.0,"BANK friends, kindly report the issue via Email BANKApp@BANK.co.id or direct message on Instagram @BANK, Twitter @BANKApp, @BANK, @BANKApp. If everything is fine, we'd appreciate a 5-star rating from your BANK friends. Thanks~Belin",0 days 00:48:00
8931,"Slow response time and poor customer service.",2,0,33.0,"Hello BANK Friend, we apologize for any inconvenience caused. Please provide the details of the issue through BANK's official WhatsApp at 08121214017 or email us at BANKApp@BANK.co.id. If there are no issues, we would appreciate a 5-star rating from you. Thanks~Una",0 days 02:15:00
8932,"User interface needs improvement.",2,0,33.0,"We're sorry to hear that you're not satisfied. Please send the details through BANK WhatsApp service at 08121214017 or via Email at BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Mawar",1 days 01:23:00
8933,"Lack of features and functionalities.",3,0,33.0,"BANK friends, kindly email the problem details to BANKApp@BANK.co.id. If everything is fine, please give us a 5-star rating. Thanks~Galih",0 days 14:51:00
8934,"The app is not user-friendly and hard to use.",0,0,32.0,"We're sorry to hear that you're not satisfied. Please provide more details through BANK's official WhatsApp at 08121214017 or email us at BANKApp@BANK.co.id. If there are no issues, we'd appreciate a 5-star rating from you. Thanks~Riyo",0 days 14:35:00
8941,"Simplifying transactions is not that straightforward.",1,0,33.0,"We're sorry to hear that you're experiencing issues. Please provide more details about the problem and we'll do our best to assist you.",0 days 02:10:00
8942,"It's frustrating to encounter problems during registration.",1,0,33.0,"We apologize for the inconvenience. Please try again and if you still encounter issues, kindly reach out to our support team.",0 days 04:15:00
8943,"The app is user-friendly, but the login process can be slow.",2,0,33.0,"Thank you for your feedback. We'll look into optimizing the login process to improve performance.",1 days 03:05:00
8944,"The app is helpful, but the customer support is unresponsive.",2,0,33.0,"We apologize for the poor experience. We'll make sure to improve our response time to better assist our customers.",0 days 10:08:00
8945,"The app is great, but the in-app notifications can be overwhelming.",3,0,33.0,"Thank you for your feedback. We'll look into adjusting the notification settings to provide a better experience.",1 days 02:10:00
8946,"The app is generally good, but the customer support is not very helpful.",3,0,33.0,"We apologize for the inconvenience. We'll make sure to provide more effective support to our customers.",0 days 04:30:00
8953,"Aplikasi tidak stabil dan seringkali error",1,0,33.0,"Please try again later, and ensure your internet connection is stable.",0 days 00:00:00
8954,"Sulit untuk mendaftar, karena formulir tidak jelas",2,0,33.0,"Please fill out the form clearly and try again.",0 days 00:00:00
8955,"Aplikasi bagus, tapi seringkali error",3,0,33.0,"We apologize for the inconvenience, please try again later.",0 days 00:00:00
8956,"Tidak ada masalah dengan aplikasi, tapi tidak juga tidak sempurna",2,0,33.0,"We appreciate your feedback, please let us know if you have any issues.",0 days 00:00:00
8957,"Aplikasi mudah digunakan, tapi kadang-kadang error",2,0,33.0,"Please try again later, and ensure your internet connection is stable.",0 days 00:00:00
8958,"Sangat mudah digunakan, tapi tidak ada fitur yang saya inginkan",1,0,33.0,"We apologize for not meeting your expectations, please let us know what features you would like to see.",0 days 00:00:00
8959,"Sistemnya lambat dan tidak stabil",1,0,33.0,"We apologize for the inconvenience. Please check your internet connection and try again.",0 days 03:21:00
8960,"Tidak dapat login setelah beberapa kali mencoba",1,0,32.0,"Please try restarting your device and then try logging in again.",0 days 05:10:00
8961,"Jumlah saldo berkurang tanpa sebab",2,0,33.0,"We apologize for the issue. Please check your account balance and transaction history to see if there are any unusual activities.",0 days 11:45:00
8962,"Sulit mencari fitur-fitur yang saya inginkan",2,0,33.0,"We apologize for the inconvenience. Please try searching for the features you're looking for in the app's menu.",0 days 02:30:00
8963,"Tidak dapat melakukan transaksi online",3,0,33.0,"We apologize for the issue. Please try checking your internet connection and your account balance to see if there are any issues.",0 days 15:20:00
8964,"Sistemnya tidak stabil dan sering error",1,0,32.0,"We apologize for the inconvenience. Please try restarting your device and then try using the app again.",0 days 10:15:00
