,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply
8801,"I love the app's design, but it's not very user-friendly. Can you make it more intuitive?",2,0,33.0,"Thank you for your feedback. We'll take it into consideration when updating the app's design. In the meantime, try using the tutorials and guides provided to get started.",0 days 05:30:00
8802,"The app crashes often, especially when I'm trying to make a payment. Can you fix this?",3,0,33.0,"Sorry to hear that. Try updating the app to the latest version and see if that resolves the issue. If not, please contact our support team.",0 days 03:50:00
8803,"Terkini saya mengalami masalah dengan penggunaan aplikasi BANKApp, karena saya tidak dapat melakukan login dengan username dan password yang saya ingat.",1,0,33.0,"We apologize for the trouble. Please try resetting your password using the 'Forgot Password' option on the BANKApp app's login screen. If the issue persists, kindly contact us via WhatsApp 0812 12 14017 or email BANKApp@BANK.co.id. Thank you~Lily",0 days 00:01:00
8804,"Saya mencoba mengupdate aplikasi BANKApp, tapi tidak dapat melakukan login setelah diupdate. Aplikasi ini perlu diperbaiki agar lebih mudah digunakan.",2,0,33.0,"We apologize for the inconvenience. To assist, please send a screenshot of the error message via WhatsApp 0812 12 14017 or email BANKApp@BANK.co.id. We will investigate and provide a solution. Thank you~Diva",0 days 00:02:00
8805,"Saya menemukan bahwa aplikasi BANKApp tidak dapat melakukan transaksi dengan bantuan fitur 'Transfer' karena aplikasi tidak dapat terhubung ke internet.",2,0,33.0,"We apologize for the issue. Please ensure your internet connection is stable and try again. If the problem persists, kindly contact us via WhatsApp 0812 12 14017 or email BANKApp@BANK.co.id. Thank you~Najwa",0 days 00:03:00
8806,"Saya tidak dapat melakukan registrasi dengan aplikasi BANKApp karena fitur 'Register' tidak tersedia.",1,0,33.0,"We apologize for the inconvenience. Please try reinstalling the BANKApp app and ensure you have the latest version. If the issue persists, kindly contact us via WhatsApp 0812 12 14017 or email BANKApp@BANK.co.id. Thank you~Belin",0 days 00:04:00
8807,"Saya memiliki masalah dengan aplikasi BANKApp karena fitur 'Forgot Password' tidak dapat digunakan.",2,0,33.0,"We apologize for the trouble. Please try resetting your password using the 'Forgot Password' option on the BANKApp app's login screen. If the issue persists, kindly contact us via WhatsApp 0812 12 14017 or email BANKApp@BANK.co.id. Thank you~Asri",0 days 00:05:00
8808,"Saya tidak dapat melakukan login dengan aplikasi BANKApp karena aplikasi tidak dapat terhubung ke server.",1,0,33.0,"We apologize for the inconvenience. Please ensure your internet connection is stable and try again. If the problem persists, kindly contact us via WhatsApp 0812 12 14017 or email BANKApp@BANK.co.id. Thank you~Uswah",0 days 00:06:00
8809,"Need to improve on cash withdrawal feature, still facing issues",1,0,33.0,"Please provide more guidance on how to resolve the issue with cash withdrawal.",0 days 01:00:00
8810,"It's okay, but still some features are missing",2,0,33.0,"Would be great if you could add more features to make it more convenient.",0 days 02:30:00
8811,"It's a good app, but needs improvement on some aspects",3,0,33.0,"Keep up the good work, and consider adding more features to make it more user-friendly.",0 days 03:00:00
8812,"Too many issues with cash transfer",1,0,33.0,"Please resolve the issue with cash transfer, it's causing a lot of inconvenience.",0 days 04:30:00
8813,"It's okay, but the customer support is not responsive",2,0,33.0,"Would be great if the customer support team could respond faster to issues.",0 days 05:00:00
8814,"It's a good app, but needs more features",3,0,33.0,"Keep up the good work, and consider adding more features to make it more competitive.",0 days 06:00:00
8815,"It's a bit slow when loading",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app or checking your internet connection. If the issue persists, please contact us at BANKApp@BANK.co.id.",0 days 00:00:00
8816,"Not bad, but needs more features",2,0,33.0,"We're glad you like the app, but we're always looking for ways to improve. Please let us know what features you'd like to see added.",0 days 00:00:00
8817,"Good, but sometimes crashes",2,0,33.0,"Sorry to hear that. Can you please send us a detailed report of the issue, including the error message and the steps you took leading up to it?",0 days 00:00:00
8818,"It's okay, but not perfect",1,0,33.0,"We appreciate your feedback. We're working hard to improve the app, but we're not perfect yet. Keep an eye out for future updates.",0 days 00:00:00
8819,"Sometimes works, sometimes doesn't",2,0,33.0,"Sorry to hear that. We're doing our best to resolve the issue. Please try restarting the app or checking your internet connection.",0 days 00:00:00
8820,"Needs more customization options",3,0,33.0,"We're glad you like the app, and we're always looking for ways to improve. Please let us know what customization options you'd like to see added.",0 days 00:00:00
8821,"BANKApp needs improvement, especially in terms of stability and consistency.",1,0,33.0,"Please provide more detailed instructions on how to resolve issues with the app. Thanks, Mawar",0 days 00:30:00
8822,"Not satisfied with the customer service experience",2,0,33.0,"I had to wait for a long time to get assistance and the representative was not helpful. Please improve the customer service",0 days 00:35:00
8823,"Good effort, but still has room for improvement",3,0,33.0,"The app is user-friendly, but sometimes it crashes. Please fix this issue. Thanks, Bevi",0 days 00:40:00
8824,"Unstable and often crashes",1,0,33.0,"I'm disappointed with the app's performance. It's not reliable and often crashes. Please fix this issue",0 days 00:45:00
8825,"Limited features",2,0,33.0,"The app needs more features, such as the ability to track transactions and view account history",0 days 00:50:00
8826,"Good, but needs improvement in customer service",3,0,33.0,"The app is good, but the customer service is not helpful. Please improve the customer service",0 days 00:55:00
8827,"Saya masih mengalami kesulitan untuk menggunakan aplikasi ini karena tidak dapat mengakses akun saya.",1,0,32.0,"We apologize for the inconvenience. Please try again later.",0 days 00:00:00
8828,"Tidak puas dengan aplikasi ini karena tidak dapat menangkap data saya dengan benar.",2,0,33.0,"We apologize for the mistake. Please check your data again.",0 days 00:00:00
8829,"Aplikasi ini tidak stabil dan sering mengalami kesulitan saat saya menggunakan.",2,0,33.0,"We apologize for the inconvenience. Please try again later.",0 days 00:00:00
8830,"Saya masih belum dapat menggunakan aplikasi ini karena tidak dapat mengakses internet.",1,0,32.0,"Please check your internet connection.",0 days 00:00:00
8831,"Tidak puas dengan aplikasi ini karena tidak dapat melakukan transaksi dengan cepat.",3,0,33.0,"We apologize for the delay. Please try again later.",0 days 00:00:00
8832,"Aplikasi ini tidak user-friendly dan sulit digunakan.",2,0,33.0,"We apologize for the difficulty. Please try again later.",0 days 00:00:00
8833,"My experience with BANKApp has been quite frustrating.",1,0,33.0,"We apologize for the inconvenience. Please provide more details through WhatsApp at 08121214017 or email BANKApp@BANK.co.id. If everything is fine, we'd appreciate a 5-star rating from you. Thanks~Rita",0 days 12:34:00
8834,"BANKApp is not user-friendly, and I find it difficult to navigate.",2,0,32.0,"Sorry for the issues you've encountered. For further assistance, please share the problem details with us through WhatsApp at 08121214017 or via Email at BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Lala",0 days 14:15:00
8835,"BANKApp's interface is not intuitive, and I'm having trouble finding the features I need.",1,0,33.0,"Hello BANK Friend, we apologize for any issues you may have encountered. For further assistance, please provide the details of your problem through WhatsApp at 08121214017 or email BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Sita",0 days 08:45:00
8836,"BANKApp is not working as expected, and I'm having trouble with transactions.",2,0,33.0,"Sorry for the issues you've encountered. To assist you further, please share the problem details with us through WhatsApp at 08121214017 or via Email at BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Rina",0 days 10:50:00
8837,"BANKApp's customer support is not responsive, and I'm having trouble getting help.",1,0,32.0,"Hello BANK Friend, sorry for the issues you've encountered. For further assistance, please provide the details of your problem through WhatsApp at 08121214017 or email BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Dina",0 days 13:12:00
8838,"BANKApp is slow and often crashes, making it difficult to use.",2,0,33.0,"Sorry for the issues you've encountered. To assist you further, please share the problem details with us through WhatsApp at 08121214017 or via Email at BANKApp@BANK.co.id. If everything is fine, we would appreciate a 5-star rating from you. Thanks~Mira",0 days 09:45:00
8839,"Saya perlu waktu lama untuk mengaktifkan aplikasi ini.",1,0,33.0,"Kami mengucapkan terima kasih atas umpan balik Anda. Kami berharap aplikasi BANKApp dapat memudahkan transaksi Anda.",0 days 04:15:00
8840,"Keterlambatan dalam pengiriman saldo adalah masalah yang sering dihadapi.",2,0,33.0,"Kami berharap Anda dapat memahami bahwa keterlambatan pengiriman saldo dapat disebabkan oleh beberapa faktor, termasuk gangguan teknis dan waktu pengiriman.",0 days 09:40:00
8841,"Aplikasi ini sulit digunakan karena interface yang kompleks.",2,0,33.0,"Kami berharap Anda dapat memahami bahwa aplikasi BANKApp dirancang untuk memudahkan transaksi Anda, namun kami juga berusaha untuk meningkatkan fitur-fitur yang tersedia.",0 days 14:22:00
8842,"Saya tidak puas dengan aplikasi ini karena banyak error yang muncul.",1,0,33.0,"Kami berharap Anda dapat memahami bahwa aplikasi BANKApp sedang dalam pengembangan dan kami akan terus meningkatkan kualitasnya.",0 days 03:10:00
8843,"Transaksi yang gagal terjadi beberapa kali dan saya sangat kesal.",2,0,33.0,"Kami berharap Anda dapat memahami bahwa keterlambatan transaksi dapat disebabkan oleh beberapa faktor, termasuk gangguan teknis dan masalah server.",0 days 10:45:00
8844,"Saya tidak dapat menggunakan aplikasi ini karena masalah dengan versi terbaru.",1,0,33.0,"Kami berharap Anda dapat memahami bahwa kami sedang dalam proses pengembangan aplikasi BANKApp dan kami akan terus meningkatkan kualitasnya.",0 days 15:30:00
8845,"Saya kesulitan untuk mengakses aplikasi, mungkin karena servernya down.",1,0,33.0,"We apologize for the inconvenience. Please try again later.",0 days 00:00:00
8846,"Kualitas aplikasi tidak sesuai dengan kebutuhan saya.",2,0,32.0,"We appreciate your feedback. Please provide more details about the issues you're experiencing.",0 days 00:00:00
8847,"Aplikasi sering kali tidak responsif, harus diulangi beberapa kali untuk masuk ke aplikasi.",1,0,33.0,"Sorry for the trouble. Please try restarting the app and see if it resolves the issue.",0 days 00:00:00
8848,"Fitur-fitur baru yang ditambahkan tidak sesuai dengan kebutuhan saya.",2,0,32.0,"Thank you for your feedback. We'll take it into consideration for future updates.",0 days 00:00:00
8849,"Aplikasi tidak stabil, sering kali tidak dapat diakses.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and see if it resolves the issue.",0 days 00:00:00
8850,"Tidak dapat menemukan fitur yang sesuai dengan kebutuhan saya.",2,0,32.0,"Thank you for your feedback. We'll do our best to improve the app's functionality.",0 days 00:00:00
8851,"Complex transactions are not well-suited for this app.",1,0,33.0,"We appreciate your feedback. We're working to improve the app's functionality.",0 days 00:00:00
8852,"Difficult to navigate.",2,0,32.0,"Thank you for your review. We're sorry to hear that you're having trouble.",0 days 00:00:00
8853,"Frustrating experience.",3,0,33.0,"We appreciate your feedback. We're constantly working to improve the app's performance.",0 days 00:00:00
8854,"Slow loading times and glitches.",1,0,33.0,"Thank you for sharing your experience. We're working to resolve the issues you've encountered.",0 days 00:00:00
8855,"Unreliable service.",2,0,33.0,"We apologize for the inconvenience. We're working to improve the app's stability.",0 days 00:00:00
8856,"Inconsistent performance.",3,0,33.0,"Thank you for your feedback. We're committed to providing a seamless experience.",0 days 00:00:00
8857,"Sufficiently okay, but there's room for improvement.",1,0,32.0,"We appreciate your feedback. Please ensure that the BANKApp app is updated to the latest version. If you encounter any issues, kindly contact our customer support team.",0 days 00:00:00
8858,"Meh, it's okay, but not amazing.",2,0,33.0,"Thanks for using the BANKApp app. We hope you find it helpful. If you have any issues, please don't hesitate to reach out to us.",0 days 00:00:00
8859,"It's decent, but needs some work.",2,0,33.0,"We appreciate your feedback. Please let us know if you encounter any issues with the BANKApp app. We're always looking for ways to improve.",0 days 00:00:00
8860,"Not bad, but could be better.",1,0,32.0,"Thanks for using the BANKApp app. We're sorry to hear that it didn't meet your expectations. Please let us know how we can improve.",0 days 00:00:00
8861,"Okay, but not impressive.",2,0,33.0,"We appreciate your feedback. Please ensure that you're using the latest version of the BANKApp app. If you encounter any issues, please contact our customer support team.",0 days 00:00:00
8862,"It's average, but not outstanding.",2,0,33.0,"Thanks for using the BANKApp app. We hope you find it helpful. If you have any issues, please don't hesitate to reach out to us.",0 days 00:00:00
8863,"Your feedback is appreciated, but there's still room for improvement.",1,0,33.0,"We're sorry to hear that our app didn't meet your expectations. Please let us know how we can better serve you.",0 days 00:00:00
8864,"Sometimes, it takes a few tries to get it right, but I'm not a fan of the UI.",2,0,32.0,"We're working on enhancing the user experience. Your feedback is valuable to us.",0 days 00:00:00
8865,"It's a decent app, but the lack of customization options is a major drawback.",2,0,33.0,"We appreciate your suggestion. We'll consider adding more customization options in the future.",0 days 00:00:00
8866,"The app is okay, but I've experienced some issues with the payment processing.",1,0,33.0,"Sorry to hear that. We're working on resolving these issues. Please try again.",0 days 00:00:00
8867,"I'm not impressed with the app's performance, especially when it comes to loading times.",2,0,32.0,"We're sorry to hear that. We're working on optimizing the app's performance.",0 days 00:00:00
8868,"The app is useful, but I've noticed some bugs that need to be fixed.",1,0,33.0,"Thank you for reporting the issue. We'll look into it and fix it as soon as possible.",0 days 00:00:00
8869,"Cannot login after changing my password, please help me resolve this issue.",1,0,33.0,"We apologize for the inconvenience. Please try resetting your password using the forgot password option and ensure you are using the correct login credentials. If the issue persists, please contact our customer support team.",0 days 00:00:00
8870,"The app keeps crashing and I'm unable to access my account.",2,0,32.0,"We apologize for the inconvenience. Please try restarting the app and ensure your device meets the minimum system requirements. If the issue persists, please contact our customer support team.",0 days 00:00:00
8871,"I'm having trouble accessing my account due to a forgotten password.",2,0,33.0,"We apologize for the inconvenience. Please try resetting your password using the forgot password option and ensure you are using the correct login credentials.",0 days 00:00:00
8872,"The app is slow and takes a long time to load.",1,0,32.0,"We apologize for the inconvenience. Please try restarting the app and ensure your device meets the minimum system requirements. If the issue persists, please contact our customer support team.",0 days 00:00:00
8873,"I'm experiencing issues with face verification, please help me resolve this issue.",3,0,33.0,"We apologize for the inconvenience. Please ensure you are using a clear and well-lit photo and try restarting the verification process. If the issue persists, please contact our customer support team.",0 days 00:00:00
8874,"I'm unable to withdraw cash from my account.",2,0,32.0,"We apologize for the inconvenience. Please ensure you have sufficient funds in your account and try withdrawing cash again. If the issue persists, please contact our customer support team.",0 days 00:00:00
8875,"Sulit untuk menemukan fitur yang saya inginkan",1,0,34.0,"Saya tidak menemukan fitur yang sesuai dengan kebutuhan saya.",0 days 02:00
8876,"Tidak sesuai dengan harapan",2,0,35.0,"Tidak ada fitur yang menarik dan sulit digunakan.",0 days 04:00
8877,"Cukup bagus",3,0,36.0,"Saya cukup puas dengan fitur yang ada, tapi perlu diperbaiki beberapa bug.",0 days 06:00
8878,"Tidak efektif",1,0,33.0,"Tidak efektif untuk digunakan dan sulit digunakan.",0 days 08:00
8879,"Cukup okay",2,0,34.0,"Saya cukup puas dengan fitur yang ada, tapi perlu diperbaiki beberapa bug.",0 days 10:00
8880,"Bagus",3,0,35.0,"Saya puas dengan fitur yang ada dan mudah digunakan.",0 days 12:00
8881,"Sulit menemukan fitur ini",1,0,32.0,"Please check the settings again, make sure everything is correct.",1 days 02:10:00
8882,"Banyak kesalahan",1,0,32.0,"Can't find the correct answer, please help me.",0 days 09:35:00
8883,"Tidak stabil",2,0,33.0,"Error occurs frequently, please check the network connection.",0 days 13:45:00
8884,"Sulit digunakan",2,0,32.0,"Need more guidance, please provide more information.",0 days 10:20:00
8885,"Tidak cocok",2,0,33.0,"This feature is not suitable for me, need more options.",0 days 16:50:00
8886,"Sulit menemukan",3,0,32.0,"Can't find what I'm looking for, please provide more filters.",0 days 14:25:00
8887,"Review with a lot of errors, always failed to login, and customer support is unhelpful.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and check your login credentials. If the issue persists, please contact our customer support team.",0 days 00:00:00
8888,"Frequent errors and slow response time, making it difficult to use the app.",2,0,33.0,"We apologize for the issues you've experienced. Our team is working to improve the app's performance. In the meantime, please try restarting the app and checking for updates.",0 days 00:00:00
8889,"App is constantly crashing, and I'm unable to complete transactions.",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and check for any updates. If the issue persists, please contact our customer support team.",0 days 00:00:00
8890,"App is not user-friendly, and the layout is confusing.",2,0,33.0,"We appreciate your feedback. We're constantly working to improve the app's user experience. Please try exploring the app's features and see if you can find what you're looking for.",0 days 00:00:00
8891,"App is slow to respond, and transactions take a long time to process.",3,0,33.0,"We apologize for the inconvenience. Our team is working to improve the app's performance. In the meantime, please try restarting the app and checking for updates.",0 days 00:00:00
8892,"App is not secure, and I'm concerned about my personal data.",1,0,33.0,"We apologize for your concerns. Our app is designed with security in mind. Please rest assured that your personal data is safe with us. If you have any further concerns, please contact our customer support team.",0 days 00:00:00
8899,"It's hard to navigate through the app",1,0,33.0,"We apologize for the inconvenience. Please try restarting the app and see if it resolves the issue.",0 days 00:00:00
8900,"Slow loading time is really frustrating",2,0,33.0,"We're sorry to hear that. Can you please provide more details about the slow loading time, such as the device you're using and the time of day?",0 days 00:00:00
8901,"Can't find the feature I need",2,0,33.0,"Sorry to hear that. Can you please specify which feature you're looking for? We'll do our best to help you find it.",0 days 00:00:00
8902,"Too many ads are really annoying",1,0,33.0,"We understand your concern. We'll look into reducing the number of ads in the app.",0 days 00:00:00
8903,"App keeps crashing",1,0,33.0,"Sorry to hear that. Can you please provide more details about the crash, such as the device you're using and the error message?",0 days 00:00:00
8904,"Can't log in due to incorrect password",2,0,33.0,"Sorry to hear that. Can you please try resetting your password and see if it resolves the issue?",0 days 00:00:00
8905,"BANKApp is still improving, but the update process is quite slow.",1,0,32.0,"We appreciate your patience and understanding. We're working hard to improve the app. Thanks, Satria",0 days 04:15:00
8906,"The user interface is not very user-friendly.",2,0,33.0,"We apologize for the inconvenience. Our team is working on improving the UI. Thanks, Rida",0 days 01:09:00
8907,"It's not bad, but there's room for improvement.",2,0,31.0,"We appreciate your feedback. We're always looking for ways to improve. Thanks, Lena",0 days 00:45:00
8908,"I'm having trouble logging in. The app keeps asking me for my password.",1,0,32.0,"Sorry for the trouble. Please try restarting the app or checking your internet connection. Thanks, Dio",0 days 02:10:00
8909,"I'm not impressed with the app's performance.",2,0,33.0,"We apologize for the inconvenience. Our team is working hard to improve the app's performance. Thanks, Sammy",0 days 04:37:00
8910,"The app is okay, but it's not as good as I expected.",2,0,31.0,"We appreciate your feedback. We're always looking for ways to improve. Thanks, Ulfa",0 days 01:50:00
8911,"Transaction failure due to network issues",1,0,33.0,"We're sorry for the inconvenience. Please try again after checking your network connection.",0 days 14:23:00
8912,"Confusing login process",2,0,32.0,"Please ensure your username and password are correct and try logging in again. If the issue persists, please contact our customer service.",0 days 08:01:00
8913,"Difficulty with face recognition",1,0,33.0,"We apologize for the issue. Please try taking a photo in a well-lit area and ensuring your face is clearly visible.",0 days 10:45:00
8914,"Long loading time",2,0,33.0,"We're sorry for the delay. Please try closing and reopening the app or checking your internet connection.",0 days 16:12:00
8915,"Unhelpful error messages",1,0,33.0,"We apologize for the frustration. Please provide more details about the error message you're seeing and we'll do our best to assist you.",0 days 02:19:00
8916,"Lack of features",2,0,33.0,"We're working to add more features to the app. In the meantime, please use our website for additional functionality.",0 days 12:05:00
8923,"Not satisfied with the app's performance, always crashing and slow.",1,0,32.0,"We apologize for the inconvenience. Please provide more details about the issue to our WhatsApp number 08121214017 or email us at BANKApp@BANK.co.id. Thanks~Mawar",0 days 01:20:00
8924,"Disappointed with the customer service, always busy and unhelpful.",1,0,32.0,"Sorry to hear that. We will look into it and get back to you. Please provide more details about your experience to our WhatsApp number 08121214017 or email us at BANKApp@BANK.co.id. Thanks~Riyo",0 days 03:30:00
8925,"The app is not user-friendly and often freezes.",2,0,32.0,"We apologize for the inconvenience. Please provide more details about the issue to our WhatsApp number 08121214017 or email us at BANKApp@BANK.co.id. We will look into it and improve our app. Thanks~Erza",0 days 02:10:00
8926,"The app is slow and often takes a long time to load.",2,0,32.0,"Sorry to hear that. We will look into it and get back to you. Please provide more details about your experience to our WhatsApp number 08121214017 or email us at BANKApp@BANK.co.id. Thanks~Mawar",0 days 02:45:00
8927,"The app is not secure and often asks for unnecessary permissions.",2,0,32.0,"We apologize for the concern. Please provide more details about the issue to our WhatsApp number 08121214017 or email us at BANKApp@BANK.co.id. We will look into it and improve our app. Thanks~Riyo",0 days 03:00:00
8928,"The app is not user-friendly and often crashes.",3,0,32.0,"Sorry to hear that. We will look into it and get back to you. Please provide more details about your experience to our WhatsApp number 08121214017 or email us at BANKApp@BANK.co.id. Thanks~Erza",0 days 02:20:00
8929,"Slow to respond and not user-friendly.",1,0,32.0,"We apologize for the inconvenience. Please try restarting the app. If the issue persists, kindly contact us at BANKApp@BANK.co.id.",0 days 00:04:00
8930,"Frustrating experience with multiple failed login attempts.",2,0,33.0,"We're sorry for the trouble. Please ensure your internet connection is stable and try logging in again. If the issue persists, kindly contact us at BANKApp@BANK.co.id.",0 days 01:39:00
8931,"Inconvenient features and unclear instructions.",2,0,33.0,"We appreciate your feedback. We'll make sure to improve our features and provide clearer instructions. Thank you for your patience.",0 days 14:21:00
8932,"Simple and easy to use, but lacks certain features.",3,0,32.0,"Thank you for your feedback. We're always looking for ways to improve our app. Please suggest the features you'd like to see added, and we'll consider them.",0 days 07:32:00
8933,"Slow loading times and poor navigation.",2,0,33.0,"We apologize for the inconvenience. Our team is working to optimize the app's performance. In the meantime, try restarting the app or checking your internet connection.",0 days 16:12:00
8934,"Some features don't work as expected.",1,0,32.0,"We're sorry to hear that. Please try restarting the app or checking for updates. If the issue persists, kindly contact us at BANKApp@BANK.co.id.",0 days 03:21:00
8935,"Too many ads are displayed. It's distracting.",2,0,33.0,"We appreciate your feedback. We'll consider reducing the number of ads in future updates. Thanks, Riyo",0 days 01:15:00
8936,"The app is slow to respond. It's frustrating.",1,0,33.0,"Sorry for the inconvenience. Please try restarting the app and check your internet connection. If the issue persists, please email us at BANKApp@BANK.co.id. Thanks~Dio",0 days 02:21:00
