,review,score,thumbsUpCount,reviewCreatedVersion,replyContent,timeToReply
8779,"Constant updates are annoying. The app forces me to update almost weekly, disrupting my banking.",2,0,33.0,"Dear BANK customer, we apologize for the inconvenience. Regular updates are for security and feature improvements. We're working on making the process smoother. Thanks for your patience. - Yuka",0 days 23:15:00
8780,"The currency conversion feature is inaccurate. I lost money due to wrong exchange rates shown in the app.",1,0,32.0,"Hello BANK Friend, we're sorry for this issue. Please provide specific transaction details to BANKApp@BANK.co.id for investigation. We'll work to resolve this promptly. Thanks, Arum",0 days 05:20:00
8781,"App is okay but customer service is slow to respond. Had to wait days for a simple query to be answered.",3,0,33.0,"Dear BANK customer, we apologize for the delay. We're working on improving our response times. For urgent matters, please call us at 14017 for immediate assistance. Thanks, Bevi",1 days 02:10:00
8782,"Biometric login rarely works. I have to use password every time, defeating the purpose of having fingerprint login.",2,0,33.0,"Hello BANK Friend, we're sorry for the inconvenience. Please try re-registering your biometrics. If issues persist, contact us at 08121214017 for technical support. Thanks, Rida",0 days 22:45:00
8783,"The app doesn't work with my phone's dark mode. The text becomes unreadable. Fix this please!",2,0,32.0,"Dear BANK customer, we appreciate you bringing this to our attention. We're working on dark mode compatibility. Please provide your device details to BANKApp@BANK.co.id for our developers. Thanks, Heru",1 days 03:30:00
8784,"I can't customize the dashboard to show the information I want. The app feels rigid and not user-friendly.",3,0,33.0,"Hello BANK Friend, thank you for your feedback. We're exploring options for dashboard customization in future updates. Your input helps us improve. Thanks for your patience. - Lily",2 days 01:15:00
8785,"The app logs me out too quickly. I understand it's for security, but it's frustrating for longer sessions.",3,0,33.0,"Dear BANK customer, we understand your concern. The quick logout is a security measure, but we're working on a solution to balance security and convenience. Thanks for your understanding. - Asri",0 days 23:50:00
8786,"Aplikasi ini selalu error saat saya mencoba transfer uang. Sangat mengecewakan!",1,0,33.0,"Halo Sahabat BANK, kami mohon maaf atas ketidaknyamanan ini. Mohon pastikan koneksi internet Anda stabil. Jika masalah berlanjut, silakan hubungi kami di 14017 untuk bantuan lebih lanjut. Terima kasih, Diva",0 days 03:15:00
8787,"This app is a disaster! It crashes every time I try to check my balance. Useless!",1,0,32.0,"Hello BANK Friend, we sincerely apologize for the inconvenience. Please try updating the app to the latest version. If the issue persists, contact us at BANKApp@BANK.co.id with details. Thanks, Mawar",0 days 02:30:00
8788,"Saya tidak bisa masuk ke akun saya selama seminggu. Layanan pelanggan tidak membantu sama sekali.",1,0,33.0,"Sahabat BANK yang terhormat, kami sangat menyesal atas masalah yang Anda alami. Mohon segera hubungi tim support kami di 08121214017 untuk penanganan masalah akses akun Anda. Terima kasih, Uswah",1 days 00:45:00
8789,"The face recognition feature is a joke. It never works and locks me out of my account!",1,0,33.0,"Dear BANK customer, we're sorry for the trouble with face recognition. Please ensure good lighting when using this feature. For persistent issues, please contact us at 14017 for immediate assistance. Thanks, Belin",0 days 04:20:00
8790,"Kenapa setiap kali saya mencoba membayar tagihan, selalu muncul pesan error? Ini membuat saya terlambat membayar!",1,0,32.0,"Halo Sahabat BANK, kami mohon maaf atas ketidaknyamanan ini. Mohon kirimkan detail error yang Anda alami ke BANKApp@BANK.co.id agar kami dapat bantu lebih lanjut. Terima kasih atas kesabaran Anda. - Rida",0 days 05:10:00
8791,"I've lost money due to this app's glitches during transfers. Absolutely unacceptable for a bank!",1,0,33.0,"Hello BANK Friend, we deeply regret any financial inconvenience caused. Please provide transaction details to BANKApp@BANK.co.id for immediate investigation and resolution. We take this very seriously. Thanks, Heru",0 days 01:55:00
8792,"Aplikasi ini terlalu lambat. Butuh waktu lama hanya untuk login. Sangat tidak efisien!",1,0,33.0,"Sahabat BANK yang terhormat, kami minta maaf atas pengalaman yang kurang menyenangkan ini. Mohon pastikan Anda menggunakan versi terbaru dari aplikasi. Jika masalah berlanjut, silakan hubungi 14017 untuk bantuan teknis. Terima kasih, Lily",1 days 02:30:00
8793,"The currency conversion rates are completely wrong! I've lost a significant amount due to this error.",1,0,32.0,"Dear BANK customer, we sincerely apologize for any discrepancies in currency conversion. Please send the specific transaction details to BANKApp@BANK.co.id for immediate investigation and rectification. We appreciate your patience. Thanks, Asri",0 days 03:40:00
8794,"Saya tidak bisa melihat riwayat transaksi lebih dari sebulan. Ini sangat menyulitkan untuk mengatur keuangan!",1,0,33.0,"Halo Sahabat BANK, terima kasih atas masukan Anda. Kami sedang bekerja untuk memperpanjang periode riwayat transaksi yang dapat dilihat. Sementara itu, Anda dapat meminta laporan rinci melalui email ke BANKApp@BANK.co.id. Terima kasih atas pengertiannya. - Dio",2 days 00:15:00
8795,"Security breach! My account was accessed without my authorization. How can I trust this app?",1,0,33.0,"Hello BANK Friend, we take security issues very seriously. Please immediately contact our security team at 14017 to secure your account and investigate this incident. We apologize for any distress caused. Thanks, Una",0 days 00:30:00
8796,"Aplikasi ini membuat saya frustasi! Selalu error saat akan melakukan pembayaran tagihan.",1,0,33.0,"Sahabat BANK yang terhormat, kami sangat menyesal atas ketidaknyamanan yang Anda alami. Mohon kirimkan detail masalah ke BANKApp@BANK.co.id agar tim teknis kami dapat segera menindaklanjuti. Terima kasih atas kesabaran Anda. - Shima",0 days 04:45:00
8797,"Terrible app! It double-charged me for a transaction and customer service is unresponsive.",1,0,32.0,"Dear BANK customer, we sincerely apologize for this issue. Please provide the transaction details to BANKApp@BANK.co.id for immediate investigation and refund if applicable. We appreciate your patience. Thanks, Lena",0 days 02:10:00
8798,"Saya tidak bisa mengakses akun saya selama 3 hari. Ini sangat mengganggu!",1,0,33.0,"Halo Sahabat BANK, kami mohon maaf atas kendala yang Anda alami. Mohon segera hubungi tim support kami di 14017 untuk penanganan masalah akses akun Anda. Kami akan bantu secepatnya. Terima kasih, Yuka",1 days 00:30:00
8799,"The app keeps logging me out every few minutes. It's impossible to use!",1,0,33.0,"Hello BANK Friend, we apologize for the inconvenience. Please ensure you're using the latest version of the app. If the issue persists, contact us at 08121214017 for technical support. Thanks, Arum",0 days 03:20:00
8800,"Verifikasi wajah tidak pernah berhasil. Saya selalu terkunci dari akun saya sendiri!",1,0,32.0,"Sahabat BANK yang terhormat, kami minta maaf atas masalah ini. Pastikan Anda berada di tempat dengan pencahayaan yang baik saat melakukan verifikasi wajah. Jika masalah berlanjut, hubungi 14017 untuk bantuan lebih lanjut. Terima kasih, Bevi",0 days 05:15:00
8801,"I've lost money due to incorrect exchange rates shown in the app. This is unacceptable!",1,0,33.0,"Dear BANK customer, we deeply regret any financial inconvenience caused. Please send the specific transaction details to BANKApp@BANK.co.id for immediate investigation and resolution. We take this very seriously. Thanks, Rida",0 days 01:40:00
8802,"Aplikasi ini terlalu lambat dan sering hang. Saya tidak bisa mengandalkannya untuk transaksi penting.",1,0,33.0,"Halo Sahabat BANK, kami mohon maaf atas pengalaman yang kurang menyenangkan ini. Mohon pastikan Anda menggunakan versi terbaru dari aplikasi. Jika masalah berlanjut, silakan kirim detail perangkat Anda ke BANKApp@BANK.co.id. Terima kasih atas kesabaran Anda. - Heru",1 days 02:50:00
8803,"The app crashed during a large transfer and now my money is missing! This is a nightmare!",1,0,32.0,"Hello BANK Friend, we sincerely apologize for this serious issue. Please contact our emergency support line at 14017 immediately. We will prioritize investigating and resolving this transaction problem. Thanks for your patience, Lily",0 days 00:15:00
8804,"Saya tidak bisa mengubah limit transfer saya. Fitur ini selalu error!",1,0,33.0,"Sahabat BANK yang terhormat, kami minta maaf atas kendala yang Anda alami. Mohon kirimkan screenshot error yang muncul ke BANKApp@BANK.co.id agar kami dapat bantu lebih lanjut. Terima kasih atas pengertiannya. - Asri",2 days 01:30:00
8805,"Security alert! The app allowed login from an unrecognized device without any verification. How is this secure?",1,0,33.0,"Dear BANK customer, we take security very seriously. Please immediately change your password and contact our security team at 14017 to review recent account activities. We apologize for any concern this has caused. Thanks, Dio",0 days 00:40:00
8806,"Aplikasi ini benar-benar mengecewakan! Saldo saya hilang setelah update terakhir.",1,0,33.0,"Sahabat BANK yang terhormat, kami sangat prihatin dengan masalah yang Anda alami. Mohon segera hubungi tim support kami di 14017 untuk investigasi dan penyelesaian masalah saldo Anda. Kami akan prioritaskan kasus ini. Terima kasih atas kesabaran Anda. - Una",0 days 01:15:00
8807,"This app is a complete disaster! It keeps freezing during transactions, causing me to lose money!",1,0,32.0,"Dear BANK customer, we deeply regret the issues you've encountered. Please provide detailed transaction information to BANKApp@BANK.co.id for immediate investigation. We're committed to resolving this urgently. Thanks for your patience, Shima",0 days 02:30:00
8808,"Tidak bisa login selama seminggu! Layanan pelanggan tidak membantu sama sekali.",1,0,33.0,"Halo Sahabat BANK, kami mohon maaf atas ketidaknyamanan yang Anda alami. Mohon kirimkan detail masalah login Anda ke BANKApp@BANK.co.id. Tim teknis kami akan segera menindaklanjuti. Terima kasih atas pengertian Anda. - Lena",1 days 00:45:00
8809,"The biometric login never works, and now I'm locked out of my account! This is ridiculous!",1,0,33.0,"Hello BANK Friend, we sincerely apologize for this inconvenience. Please contact our support team at 08121214017 for immediate assistance with account access. We'll work to resolve this promptly. Thanks, Yuka",0 days 03:50:00
8810,"Aplikasi ini sangat tidak aman! Informasi pribadi saya terlihat oleh orang lain.",1,0,32.0,"Sahabat BANK yang terhormat, kami sangat menyesal atas masalah keamanan yang Anda alami. Mohon segera hubungi tim keamanan kami di 14017 untuk penanganan dan investigasi lebih lanjut. Kami akan pastikan keamanan data Anda. Terima kasih, Arum",0 days 00:20:00
8811,"I've been double-charged for multiple transactions! This app is costing me money!",1,0,33.0,"Dear BANK customer, we deeply regret this serious issue. Please send detailed transaction information to BANKApp@BANK.co.id immediately. We will investigate and rectify any incorrect charges as a priority. Thanks for your understanding, Bevi",0 days 01:35:00
8812,"Setiap kali saya mencoba mentransfer uang, aplikasi ini crash. Sangat tidak bisa diandalkan!",1,0,33.0,"Halo Sahabat BANK, kami mohon maaf atas kendala yang Anda alami. Mohon pastikan Anda menggunakan versi terbaru dari aplikasi. Jika masalah berlanjut, kirimkan detail perangkat Anda ke BANKApp@BANK.co.id. Kami akan segera menindaklanjuti. Terima kasih, Rida",1 days 02:10:00
8813,"The app's security measures are a joke! My account was hacked and all my savings are gone!",1,0,32.0,"Hello BANK Friend, we're extremely concerned about your situation. Please contact our emergency hotline at 14017 immediately. We will investigate this security breach as our highest priority and work to recover your funds. Thanks for your urgent cooperation, Heru",0 days 00:05:00
8814,"Notifikasi transaksi selalu terlambat. Ini membuat saya tidak bisa memantau pengeluaran dengan baik!",1,0,33.0,"Sahabat BANK yang terhormat, kami minta maaf atas keterlambatan notifikasi yang Anda alami. Mohon kirimkan contoh spesifik transaksi yang terlambat ke BANKApp@BANK.co.id agar kami dapat investigasi lebih lanjut. Terima kasih atas masukan Anda. - Lily",2 days 01:20:00
8815,"The currency conversion feature is completely inaccurate! I've lost a fortune due to wrong exchange rates!",1,0,33.0,"Dear BANK customer, we sincerely apologize for any financial loss you've experienced. Please provide specific transaction details to BANKApp@BANK.co.id for immediate investigation and possible compensation. We take this matter very seriously. Thanks, Asri",0 days 00:55:00
8816,"Aplikasi ini berjalan lambat dan sering error. Perlu banyak perbaikan.",2,0,33.0,"Sahabat BANK yang terhormat, terima kasih atas masukan Anda. Kami sedang bekerja untuk meningkatkan kinerja aplikasi. Mohon pastikan Anda menggunakan versi terbaru. Jika masalah berlanjut, hubungi kami di BANKApp@BANK.co.id. Terima kasih, Dio",1 days 03:15:00
8817,"The app is okay, but the transaction limits are too low. It's inconvenient for larger purchases.",2,0,32.0,"Hello BANK Friend, we appreciate your feedback. For higher transaction limits, please visit your nearest branch with your ID to update your account status. We're working on making this process available online. Thanks, Una",0 days 23:45:00
8818,"Fitur-fiturnya terbatas dibandingkan bank lain. Perlu lebih banyak opsi investasi.",2,0,33.0,"Halo Sahabat BANK, terima kasih atas saran Anda. Kami terus berupaya menambah fitur baru, termasuk opsi investasi. Mohon tunggu update kami berikutnya. Jika ada saran spesifik, silakan kirim ke BANKApp@BANK.co.id. Terima kasih, Shima",2 days 01:30:00
8819,"Customer service is slow to respond. Had to wait days for a simple query to be answered.",2,0,33.0,"Dear BANK customer, we apologize for the delay in our response. We're working on improving our customer service efficiency. For urgent matters, please call us at 14017 for immediate assistance. Thanks for your patience, Lena",0 days 22:10:00
8820,"Proses verifikasi terlalu rumit. Perlu dipermudah agar lebih user-friendly.",2,0,32.0,"Sahabat BANK yang terhormat, kami menghargai masukan Anda tentang proses verifikasi. Keamanan adalah prioritas kami, namun kami juga berusaha menyederhanakan prosesnya. Mohon beri kami saran spesifik di BANKApp@BANK.co.id. Terima kasih, Yuka",1 days 04:20:00
8821,"The app frequently logs me out, which is annoying. Need to improve session management.",2,0,33.0,"Hello BANK Friend, we're sorry for the inconvenience. We're working on balancing security with user convenience. Please ensure you're using the latest app version. For persistent issues, contact us at 08121214017. Thanks, Arum",0 days 21:55:00
8822,"Tampilan aplikasi kurang menarik dan terkesan kuno. Perlu pembaruan desain.",2,0,33.0,"Halo Sahabat BANK, terima kasih atas masukan Anda mengenai desain aplikasi. Kami sedang dalam proses pembaruan tampilan untuk meningkatkan pengalaman pengguna. Mohon tunggu update kami berikutnya. Terima kasih atas kesabaran Anda. - Bevi",3 days 00:15:00
8823,"The currency conversion rates are not updated frequently enough. It's causing inconvenience for international transactions.",2,0,32.0,"Dear BANK customer, we appreciate your feedback on currency conversion rates. We're working on more frequent updates. For the most accurate rates, please check our website or contact us before making international transactions. Thanks, Rida",0 days 23:40:00
8824,"Notifikasi sering terlambat atau tidak muncul. Ini membuat sulit memantau transaksi.",2,0,33.0,"Sahabat BANK yang terhormat, kami mohon maaf atas ketidaknyamanan dengan notifikasi. Tim teknis kami sedang memperbaiki sistem notifikasi. Sementara itu, mohon cek riwayat transaksi Anda secara berkala. Terima kasih atas pengertian Anda. - Heru",1 days 02:05:00
8825,"The app works fine most of the time, but crashes occasionally during peak hours. Needs better stability.",2,0,33.0,"Hello BANK Friend, thank you for your feedback. We're continually working to improve app stability, especially during high-traffic periods. Please ensure you're using the latest version. For specific issues, contact us at BANKApp@BANK.co.id. Thanks, Lily",0 days 22:30:00
8826,"The app keeps crashing every time I try to log in. I've reinstalled it multiple times but the problem persists. Very frustrating!",1,0,33.0,"Hello BANK Friend, we apologize for the inconvenience. Please try clearing the app cache and ensure you have the latest version. If the issue persists, contact us at BANKApp@BANK.co.id with details. Thanks, Heru",0 days 05:12:00
8827,"I can't access my account balance. The app shows an error message every time. This is unacceptable for a banking app.",1,0,33.0,"Dear BANK customer, we're sorry for the trouble. Please verify your internet connection and app version. If the problem continues, email us at BANKApp@BANK.co.id with screenshots. Thanks, Lily",0 days 03:45:00
8828,"The face verification process is too complicated and often fails. It's making it impossible to use the app. Please simplify it!",2,0,32.0,"Hello BANK Friend, we appreciate your feedback. We're continuously working to improve our security features. For assistance with face verification, please contact our support at 08121214017. Thanks, Bevi",1 days 02:30:00
8829,"Transfers are unreliable. Sometimes the money disappears for hours before showing up. It's causing me a lot of stress.",2,0,33.0,"Dear BANK customer, we apologize for the inconvenience. Please check your transaction history for any pending transactions. If you notice any discrepancies, contact us immediately at 14017. Thanks, Rida",0 days 23:15:00
8830,"The app is okay for basic functions, but it lacks some features that other banking apps have. There's room for improvement.",3,0,33.0,"Hello BANK Friend, thank you for your feedback. We're always working on enhancing our app. Could you specify which features you'd like to see? Please email your suggestions to BANKApp@BANK.co.id. Thanks, Arum",2 days 01:20:00
8831,"The UI is a bit confusing. It takes too many clicks to perform simple tasks. It works, but it could be more user-friendly.",3,0,32.0,"Dear BANK customer, we appreciate your input. We're constantly striving to improve user experience. Your feedback is valuable to us. If you have specific suggestions, please share them at BANKApp@BANK.co.id. Thanks, Satria",1 days 04:10:00
8832,Cash deposit menu does not appear Even after update,2,0,32.0,"Hello, Friend BANK. Kindly upgrade the BANKApp app to the most recent version 33. If any issues persist, please email the details to BANKApp@BANK.co.id. If everything works fine, we'd appreciate a 5-star rating from you. Thanks!~Mawar",0 days 14:25:00
8833,"Unable to transfer funds, keeps getting error message",2,0,33.0,"Hello BANK Friend, we apologize for the inconvenience. Please ensure a stable internet connection and try again later. If the issue persists, kindly share the error message details via WhatsApp at 08121214017 or Email at BANKApp@BANK.co.id. Thanks~Dendi",1 days 03:12:00
8834,App keeps crashing after latest update,1,0,33.0,"Dear BANK Friend, we apologize for the inconvenience. Please try clearing the app cache or reinstalling the BANKApp app. If the issue persists, kindly email the details to BANKApp@BANK.co.id. Thanks~Mawar",0 days 08:45:00
8835,"Can't log in, forgot password and recovery option not working",2,0,32.0,"Hello BANK Friend, if you've forgotten your password and the recovery option isn't working, please visit the nearest BANK branch for assistance. Thanks~Riyo",2 days 10:21:00
8836,Verification process is too complicated and time consuming,1,0,33.0,"Hello BANK Friend, we appreciate your feedback. We are continuously working to improve our verification process. Thanks~Lily",0 days 15:58:00
8837,"Having trouble with fingerprint login, not recognizing my fingerprint",2,0,33.0,"Hello BANK Friend, please ensure your fingerprint is properly registered on your device and try again. If the issue persists, kindly share the details via WhatsApp at 08121214017 or Email at BANKApp@BANK.co.id. Thanks~Dendi",0 days 21:34:00
8838,"App is very slow and laggy, making it difficult to use",1,0,32.0,"Hello, Friend BANK. Kindly ensure a stable internet connection and try again. If the issue persists, please email the details to BANKApp@BANK.co.id. Thanks!~Mawar",1 days 18:01:00
8839,Can't seem to find the bill payment option for my electricity provider,2,0,33.0,"Hello BANK Friend, please check the 'Bill Payment' section under the 'Payments' tab. If you're unable to find your electricity provider, kindly share the details via WhatsApp at 08121214017 or Email at BANKApp@BANK.co.id. Thanks~Dendi",0 days 12:47:00
8840,The app keeps asking for unnecessary permissions,1,0,33.0,"Dear BANK Friend, the permissions requested are necessary for the app to function properly. Please ensure you have granted the necessary permissions. Thanks~Mawar",0 days 06:33:00
8841,"Balance inquiry not working, showing incorrect balance",2,0,32.0,"Hello BANK Friend, please try logging out and logging back in. If the issue persists, please visit the nearest BANK branch for assistance. Thanks~Riyo",3 days 09:15:00
8842,Menu setor tunai tidak muncul. Sudah update juga,2,0,32.0,"Halo, Sobat BANK. Mohon upgrade aplikasi BANKApp ke versi terbaru 33. Jika masih bermasalah, silakan email detailnya ke BANKApp@BANK.co.id. Jika semuanya baik-baik saja, kami mengharapkan rating 5 bintang dari Anda. Terima kasih!~Mawar",0 days 16:38:00
8843,"Transfer gagal terus, muncul pesan error",2,0,33.0,"Halo Sobat BANK, mohon maaf atas ketidaknyamanan ini. Pastikan koneksi internet stabil dan coba lagi nanti. Jika masalah berlanjut, silakan bagikan detail pesan error melalui WhatsApp di 08121214017 atau Email di BANKApp@BANK.co.id. Terima kasih~Dendi",1 days 05:25:00
8844,Aplikasi sering crash setelah update terbaru,1,0,33.0,"Sobat BANK yang terhormat, mohon maaf atas ketidaknyamanan ini. Silakan coba bersihkan cache aplikasi atau instal ulang aplikasi BANKApp. Jika masalah berlanjut, silakan email detailnya ke BANKApp@BANK.co.id. Terima kasih~Mawar",0 days 10:58:00
8845,"Tidak bisa login, lupa password dan opsi pemulihan tidak berfungsi",2,0,32.0,"Halo Sobat BANK, jika Anda lupa kata sandi dan opsi pemulihan tidak berfungsi, silakan kunjungi cabang BANK terdekat untuk mendapatkan bantuan. Terima kasih~Riyo",2 days 12:34:00
8846,Proses verifikasi terlalu rumit dan memakan waktu,1,0,33.0,"Halo Sobat BANK, kami menghargai masukan Anda. Kami terus berupaya untuk meningkatkan proses verifikasi kami. Terima kasih~Lily",0 days 18:11:00
8847,"Login sidik jari bermasalah, tidak mengenali sidik jari saya",2,0,33.0,"Halo Sobat BANK, pastikan sidik jari Anda terdaftar dengan benar di perangkat Anda dan coba lagi. Jika masalah berlanjut, silakan bagikan detailnya melalui WhatsApp di 08121214017 atau Email di BANKApp@BANK.co.id. Terima kasih~Dendi",0 days 23:47:00
8848,"Aplikasi lambat dan laggy, susah digunakan",1,0,32.0,"Halo, Sobat BANK. Pastikan koneksi internet stabil dan coba lagi. Jika masalah berlanjut, silakan email detailnya ke BANKApp@BANK.co.id. Terima kasih!~Mawar",1 days 20:14:00
8849,Tidak bisa menemukan opsi pembayaran tagihan untuk penyedia listrik saya,2,0,33.0,"Halo Sobat BANK, silakan periksa bagian 'Pembayaran Tagihan' di bawah tab 'Pembayaran'. Jika Anda tidak dapat menemukan penyedia listrik Anda, silakan bagikan detailnya melalui WhatsApp di 08121214017 atau Email di BANKApp@BANK.co.id. Terima kasih~Dendi",0 days 14:59:00
8850,Aplikasi terus meminta izin yang tidak perlu,1,0,33.0,"Sobat BANK yang terhormat, izin yang diminta diperlukan agar aplikasi berfungsi dengan baik. Pastikan Anda telah memberikan izin yang diperlukan. Terima kasih~Mawar",0 days 08:46:00
8851,"Cek saldo tidak berfungsi, menampilkan saldo yang salah",2,0,32.0,"Halo Sobat BANK, silakan coba logout dan login kembali. Jika masalah berlanjut, silakan kunjungi cabang BANK terdekat untuk mendapatkan bantuan. Terima kasih~Riyo",3 days 11:28:00
8852,Application is unresponsive and freezes frequently,1,0,33.0,"Dear BANK Friend, we apologize for the inconvenience. Please try clearing the app cache or reinstalling the BANKApp app. If the issue persists, kindly email the details to BANKApp@BANK.co.id. Thanks~Mawar",0 days 13:15:00
8853,Having difficulty linking my bank account to the app,2,0,32.0,"Hello BANK Friend, please ensure you have entered the correct bank account details. If the issue persists, please visit the nearest BANK branch for assistance. Thanks~Riyo",2 days 15:41:00
8854,Kenapa tidak bisa top up Gopay ya?,2,0,33.0,"Halo Sobat BANK, mohon maaf atas ketidaknyamanan ini. Pastikan koneksi internet stabil dan saldo Anda mencukupi. Jika masalah berlanjut, silakan bagikan detailnya melalui WhatsApp di 08121214017 atau Email di BANKApp@BANK.co.id. Terima kasih~Dendi",0 days 17:12:00
8855,The app drains my phone battery very quickly,1,0,33.0,"Dear BANK Friend, we are aware of this issue and are working on a fix. In the meantime, please try closing the app when not in use. Thanks~Mawar",0 days 11:28:00
8856,Saya tidak bisa melakukan pembayaran tagihan internet,2,0,32.0,"Halo Sobat BANK, pastikan Anda telah memilih penyedia internet yang benar dan memasukkan nomor pelanggan dengan tepat. Jika masalah berlanjut, silakan hubungi layanan pelanggan kami. Terima kasih~Riyo",2 days 18:54:00
8857,The UI is confusing and not user-friendly,1,0,33.0,"Dear BANK Friend, we appreciate your feedback and will take it into consideration for future updates. Thanks~Lily",0 days 19:37:00
8858,Fitur transfer ke rekening bank lain tidak tersedia,2,0,33.0,"Halo Sobat BANK, mohon maaf atas ketidaknyamanan ini. Fitur transfer ke rekening bank lain sedang dalam pengembangan dan akan segera tersedia. Terima kasih atas kesabaran Anda.~Dendi",1 days 01:43:00
8859,The app keeps logging me out automatically,1,0,32.0,"Hello BANK Friend, please try clearing the app cache or reinstalling the BANKApp app. If the issue persists, please visit the nearest BANK branch for assistance. Thanks~Riyo",3 days 14:01:00
8860,Saya kesulitan untuk mendaftar akun baru,2,0,33.0,"Halo Sobat BANK, pastikan Anda telah mengisi semua data dengan benar dan mengikuti instruksi yang diberikan. Jika masalah berlanjut, silakan hubungi layanan pelanggan kami. Terima kasih~Dendi",0 days 20:54:00
8861,The transaction history is not loading properly,1,0,33.0,"Dear BANK Friend, we apologize for the inconvenience. Please try logging out and logging back in. If the issue persists, kindly email the details to BANKApp@BANK.co.id. Thanks~Mawar",0 days 15:41:00
8862,Tidak bisa mengubah PIN transaksi,2,0,32.0,"Halo Sobat BANK, pastikan Anda memasukkan PIN lama dengan benar dan mengikuti instruksi yang diberikan. Jika masalah berlanjut, silakan hubungi layanan pelanggan kami. Terima kasih~Riyo",2 days 22:07:00
8863,The app is not compatible with my phone's operating system,1,0,33.0,"Dear BANK Friend, please check the minimum system requirements for the BANKApp app. If your phone does not meet the requirements, the app may not function properly. Thanks~Mawar",0 days 18:24:00
8864,Saya tidak menerima notifikasi transaksi,2,0,33.0,"Halo Sobat BANK, pastikan Anda telah mengaktifkan notifikasi di pengaturan aplikasi dan perangkat Anda. Jika masalah berlanjut, silakan hubungi layanan pelanggan kami. Terima kasih~Dendi",1 days 03:57:00
8865,The two-factor authentication is not working,1,0,32.0,"Hello BANK Friend, please try resetting your two-factor authentication settings. If the issue persists, please visit the nearest BANK branch for assistance. Thanks~Riyo",3 days 16:14:00
8866,Tidak bisa melakukan scan QR code untuk pembayaran,2,0,33.0,"Halo Sobat BANK, pastikan kamera Anda berfungsi dengan baik dan Anda telah memberikan izin akses kamera untuk aplikasi BANKApp. Jika masalah berlanjut, silakan hubungi layanan pelanggan kami. Terima kasih~Dendi",0 days 23:07:00
8867,The app is too data-heavy and consumes a lot of internet data,1,0,33.0,"Dear BANK Friend, we are working on optimizing the app to reduce data consumption. Thanks~Lily",0 days 21:50:00
